"post"|"label"|"label_100k"|"label_600k"|"label_50k_best"
"98"|"@Chamval #152 Cerrar Yo me mojo y digo es el punto exacto donde de va a cerrar ña causa , llegado a éste punto al recurrirla la Audiencia provisional la cerrará y tendremos que indemnizar al novio de ayuso ( gracias al Fiscal) @Chamval #152 Cerrar Yo me mojo y digo es el punto exacto donde de va a cerrar ña causa , llegado a éste punto al recurrirla la Audiencia provisional la cerrará y tendremos que indemnizar al novio de ayuso ( gracias al Fiscal) mas bien a una audiciencia corruta si pasa eso"|0|0|0|"1"
"99"|"@JMdiazD #45 Cerrar @ Espartaco1 # 38 para nada,la corrupción que ha habido en el PP,que la ha habido y la habrá (por desgracia)¿Es pecata minuta comparado con el PSOE¿Los del PP son meros aficionados,lo que si son unos maestros de trincar son los del PSOE Se va necesitar una mano dura y que no dude en nada , para quitar a esta gente corrompida que están por todos los estamentos va a costar muchos años pero al final las aguas vuelven al rio"|0|1|1|"1"
"100"|"@REEL #49 Cerrar @ Juanfelipe # 21 Estás juntando churras con merinas... ¿O te lo han mandado desde Ferraz? Dò @luimiel66 #43 Cerrar @ Juanfelipe # 21 Y por qué exactamente tendría que dimitir??? Cuando supuestamente cometió los delitos no tenían ninguna relación. Pero como no podéis con Ayuso, pues a pedir sin más. No te veo decir lo mismo del mentiroso de Sánchez, que lleva mintiendo a España desde que se aupó en el poder, y seguimos sin presupuestos, por lo que tendría que convocar elecciones Ese bulo imteresado ya se desarmó, es muy antiguo, cuando los delitos, declaraciones presentadas en julio de 2021 y julio de 2022, estaban juntos (mayo 2021). Si hay condena por delitos contra Hacienda, dimisión de Ayuso por ética, imagen, ejemplo. No hay otra"|0|1|1|"1"
"101"|"Fantástico. Lo esperado. Defraudas y te pillan. A juicio. Y saldrá culpable. Llegará a un acuerdo con la fiscalía, pagará y a correr. Como todos. ¿Dónde está la noticia? ¿En quién es su pareja? Pues con eso tenemos todo claro. Es una persona privada. Hacer política de esto cuando nada tiene que ver el delito con ser su pareja es otra práctica más lamentable de la izquierda que usa cualquier cosa para tapar sus miserias. Modo ventilador activado."|0|1|0|"1"
"102"|"ÚLTIMA HORA Miguel Ángel Rodríguez estampa su coche contra el juzgado. Seguiremos informando."|0|0|0|"0"
"103"|"@Tomasone #50 Cerrar Rogelios, estais desesperados Sabéis wue se acerca el final Los sueños de Tomasón, el hermanísimo."|0|1|0|"0"
"104"|"@BochornoPsoes #101 Cerrar Que le procese por delitos cometidos cuando no era novio ni nada de Ayuso. Como a cualquiera. Tiembla Psoe. cuándo hizo su declaración a Hacienda, defraudando, ya estaban juntos."|0|1|0|"1"
"105"|"El fiscal general estaba realizando periodismo de investigación para publicar un libro sobre la pareja de Ayuso. Es un Leire 2.0."|0|0|0|"1"
"106"|"@ADELE_ #214 Cerrar @ Madison # 207 Y no fuiste ayer a la manifestación en Valencia para exigir la dimisión de Mazón? Habías dicho que perdiste un familiar en la Dana, no? Ah que eres sumisa, pues nada. Tú tampoco te subiste a una carroza del Orgullo y dijiste que habías transicionado. Ah, que te avergüenzas, pues nada."|0|1|0|"1"
"107"|"@Dhesestres #131 Cerrar La derecha debe unirse mas pronto que tarde o no echaremos a Maduro II de España. claro una lógica aplastante, por eso los que huyen del régimen de Maduro vienen a España y se les da asilo político aquí, cuéntale monsergas a tu suegra."|0|1|1|"1"
"108"|"@atarrabia #313 Cerrar @ Con_tres_000 # 302 La mejor alcaldesa y la mas humana y sencilla, dejó el ayuntamiento con superavit y fue la mas querida a pesar de que a ti te gusta mas la de los fondos buitre y la que enchufaron a medio madrid- Humana, sencilla, y añadiría; cómplice de estafa a hacienda y a la seguridad social. Ah, y fea, que por ahí comenzó esta conversación. Yo no necesito fondos buitre, mi negocio son los tanatorios y por ahí pasáis todos. Incluidos los famosos abueletes de la Isabelita."|0|0|0|"1"
"109"|"@ADELE_ #332 Cerrar @ Zark_7 # 200 No, hablamos ahora. Todos los muertos de la pandemia son culpa de Sánchez, pero no solo los de España, los de Filipinas también. Y Mazón ahogó de forma exquisita, pero los rojos siempre les ponen pegas a todo. . Como siempre sin argumentos, mintiendo, manipulando, y por supuesto, saliendo por losCerros de Úbeda. ¿Sabes algo de los enchufados de la FAFFE, y sus sobresueldos?. Mic - mic."|0|1|1|"1"
"110"|"Quiero exponer una cuestión; durante años, incluso generaciones diría yo, se estuvo demonizando la Formación Profesional. En la práctica, y con la ley de oferta y demanda, salidas profesionales de esas categorías, pueden estar tan bien remuneradas como las universitarias. Creo que la sobresaturación universitaria, por no hablar de la escasa salida profesional en algunas especialidades, viene por este motivo. P.D. Tienen que perdonar mi prosa y ortografía, mis estudios son inferiores a la media de los contertulios."|0|1|0|"1"
"111"|"@ADELE_ #168 Cerrar @ WILLY_NILLY # 155 Y además hoy El Mundo ha mentido bonito. Da igual lo que diga el resto de la prensa, yo El Mundo. A mi con tal de leer que el número Uno va palante, me da igual el periódico que sea..."|0|1|1|"1"
"112"|"@almen_dros #44 Cerrar @ Engorros # 12 Aquí la gente quiere trabajar pero los millones de tercermundistas que nos meten taponan el mercado de trabajo y rebajan las condiciones de tal manera que es imposible que nadie acepte eso, además el empresario tiene millones a la puerta.Te están quitando los puestos de trabajo que son tuyos, los que ha generado esta sociedad y resulta que se los están regalando a los que nos invaden Falso, de hecho son los que hacen los trabajos que los europeos no quieren. En España esos grandes patriotas que no paran de batir sus propios récords de megabeneficios multimilmillonarios. Peeeero no quieren pagar más impuestos ni mejorar las condiciones laborales ni subir salarios, también se quejan de esos cientos de miles de empleos sin cubrir...@I_am_an_Avatar #22 Cerrar Cuando te llaman islamofobo, no es un insulto, es algo que yo soy y con mucho agrado. Los extremismos son el verdadero problema, como en tu caso. Mejor controlar a esos grandes patrocinadores de las ultraderechas que llevan siglos expoliando esos países donde colocan a los más corruptos gobernantes. Para seguir expoliando a gusto y garantizar esas migraciones masivas que tanto ayudan a las ultraderechas. @zorin #20 Cerrar Ser ultra es hoy es muy fácil. Sí piensas que a un país no puede entrar el que le de la gana o que tener que castrar a tu pobre gato es una barbaridad ya eres ultra. Yo lo soy y no tenía ni idea que lo era. Es fácil, solo hay que ver las proclamas de Abascal para llenarlo todo de armas y eliminar los impuestos a los más ricos, apoyando a corruptos delincuentes como Trump y sus amiguetes ultraderechistas prorusos."|0|1|1|"1"
"113"|"Mazón anuncia que también asistirá a la manifestación. Eso sí, doce horas más tarde, él va a su ritmo."|0|0|0|"0"
"114"|"@mercurio1 #192 Cerrar Indicios no hay,el jefe del supremo se va estrellar jurista? O solo lobotizado zurdo"|1|1|1|"1"
"115"|"@Rakataplan #231 Cerrar ¿No era Hurtado de facto el abogado defensor de EmePuntoRajoy en la Gurtel? Uf, que tufillo a prevaricación... Claro, es que el juez Peinado no puede llevar todos los casos. Pero es que está muy liado con el de la Bego, un año de instrucción y todavía no ha encontrado nada delictivo."|0|1|1|"1"
"116"|"@espantajo #243 Cerrar @ tienesrazon # 231 No te enteras. Se acusa al FGE de revelación de secreto, pero el asunto era conocido por decenas de personas y ya, no era, secreto. Si no hay secreto, no hay revelación de se reto. Y no olvides que al FGE se le acusaba de emitir una nota, que la sala del Supremo controlada por detrás tuvo que admitir como perfectamente legal así que para, estirar el chicle, se inventaron lo de la, revelación de secretos, de lo que ninguna, acusacion había acusado al FGE para, que el caso quedara con el pepejuez que no supo adivinar quien era un tal MRajoy #241 Cerrar @ espantajo # 227 ¿Cómo cómo, que el secreto era conocido por decenas de personas y no era secreto?, jajajaja jajajaja, madre mía que nivel. Ya te lo dirá la Justicia si es secreto o no. Otra cosa es que lo hubieran publicado, pero así me da igual que los periodistas de lo País digan que conocían esa información, que conocen la lista de los reyes godos, o que conocen todos los ríos de España, ya ves tú. Ortiz palante, y su corrupto jefe también irá antes o después. . No lo voy a repetir."|0|1|0|"1"
"117"|"El fontanero del juzgado"|0|0|1|"0"
"118"|"@Jorobado #296 Cerrar Tienen la información ante notario y no la dan cuando se abre el juicio? No tienen nada. Tienen conversaciones entre ellos hablando que conocen el contenido de los documentos que luego se filtraron. Pero eso no es delito, el delito es hacer públicos los documentos en sí, tal y como hizo el fiscal. Todo el mundo tenía conocimiento de los videos indecorosos de Pedro.J.Ramírez, y la gente divulgaba conocer el contenido de estos sin tener las pruebas gráficas de los mismos, lo cuál, no es delito en sí. El delito fue cometido por aquellos que lo hicieron público. Pero, ¿cómo hacer entender al que no quiere?"|0|1|1|"1"
"119"|"Si se adelgazaran un tanto los aparatos central y regionales de gobierno, se suprimen ministerios y otros organismos innecesarios con los cientos de cargos-parásitos que conllevan, seguramete habría dinero suficiente son tocar el estado de bienestar."|0|1|1|"1"
"120"|"A todos los defraudadores a por ellos. Digo a todos, pues parece que este es objetivo pero no dicen nada de los que van vestidos de rojo¿."|0|1|1|"1"
"121"|"La próxima competición, cuál será, levantar piedras?"|0|0|0|"0"
"122"|"Otro Garzón. Todo lo que sea tocar judicialmente altos rangos del PP es delito. La ley al servicio de la impunidad del poder fáctico."|0|1|0|"1"
"123"|"@Fegoms #279 Cerrar Del mismo modo que no se debiera mencionar a Ayuso por los asuntos de su novio, no se debiera nombrar a Sánchez por los asuntos de su esposa y de su hermano, ¿O no?. Hombre, hay que dejarse ya de rollos y lo que debería hacer Ayuso es presentar en este próximo congreso del PP su candidatura para reemplazar a Feijoo, que es lo que le piden los españoles de bien, y los primeros los 800.000 oyentes diarios de Losantos, que es su jefe de propaganda y redactor de sus discursos. Si Ayuso no se postula para ejercer la cuarta presidencia del PP en 7 años, que no está mal, y para echar a Sánchez de la Moncloa, es que ya no se puede creer en nadie. la diferencia está entre tú imaginación y un proceso judicial real por delitos fiscales entre otros. Que es de lo que se trata la noticia."|0|1|0|"1"
"124"|"Al talego, por prevaricador"|0|1|1|"1"
"125"|"No entiendo que haya una selección de pelota vasca en España, ¿serán vascos? Porque a los demás nos interesan más los teletubbies"|0|1|0|"1"
"126"|"@228dead #33 Cerrar pueden inventarse lo que quieran estos de la uco, unidad corrupta operativa, por orden de sus pagadores pp patriotas patateros y vox viejos orcos xenófobos, pero la noticia de hoy es que hay nuevas denuncias contra cargos de la frutera en un juzgado de Leganés, ayuso palante jaja tenéis Ayusiti, como no sabéis cómo esconderos de lo chusma q es este PSOE, pues lo único q os queda es Ayuso o Franco , q guión más simplón , no os da para más"|0|0|0|"1"
"127"|"@chilper463274_24 #364 Cerrar @ alataquel # 338 No esperes que ADELE escriba sobre la noticia de los sobresueldos de los enchufados de la FAFFE del PSOE ni sobre cualquier cosa que perjudique al PSOE en cualquier noticia, siempre cambia a cualquier otro tema que no tiene que ver con la noticia cuando no sabe que decir. pero eso lo hacen todos los que intentan defender a Sánchez cuando no tienen argumentos, irse por los 'Cerros de Úbeda'. O eso, o mentir e inventar descaradamente."|0|1|0|"1"
"128"|"@Con_tres_000 #333 Cerrar @ 228dead # 305 ¿Quién es usted?, no tengo el gusto de conocerle. Si busca rollete LGTBI, le sugiero que acuda a una sauna, o al ministerio del interior, le recibirán con las nalgas abiertas. Que tenga un buen día. pillín y como sabes eso ???."|1|1|1|"1"
"129"|"El mayor traidor socialista español. El peor presidente que ha tenido España Cállate ya fantasma."|1|1|1|"1"
"130"|"Todo sin pruebas,las tramas de la derecha y ciertos jueces son conocidas; pero tranquilos que al final lo que cuenta, como dice Ayuso,cada ciudadano un voto"|0|1|1|"1"
"131"|"Ayuso es lo único que les queda a los sinverguenzas del PSOE... Habría que investigar a las parejas de los 23 ministros, a ver so resisten el mismo análisis que el de la pareja de Ayuso... Y a veo al pseudoperiodista Xabier Fortes de 24 horas TVE, va a estar meses sacando el asunto cada día, no tiene otro argumento al que agarrarse frente a la corrupción del partido socialista. El novio de Ayuso será juzgado ipso facto, él no es aforado como los sinverguenzas de los amiguitos de Sánchez. Me pregunto qué argumentos tendrán luego los pseudoperiodistas al servicio de Tele Sánchez???"|0|1|0|"1"
"132"|"@im21 #166 Cerrar @ Utopilitologo # 14 Y el mejor frontón ... en Madrid. Supongo que dependerá del gusto de cada cual. El Frontón Jai Alai de Gernika es frecuentemente considerado el mejor frontón del mundo, especialmente por los pelotaris, Anoeta el mejor para pelota mano y el Beti Jai de Madrid es antiguo bonito y singular."|0|1|0|"1"
"133"|"Begoña tú la siguiente"|0|1|1|"0"
"134"|"@ADELE_ #77 Cerrar Lo normal sería que los ciudadanos se alegrasen de que imputan a un defraudador fiscal. Pues no. lo normal sería que los ciudadanos no quisiesen a un presidente del Gobierno que ordenase a charos buscar delitos en la UCO. Pues no."|0|1|0|"1"
