santorini624|Qué pena, ahora no sabremos cuál es su canción favorita de Taylor Swift...
ElQuePintaLaRaya|Los periodistas deberían negarse a ir a una rueda de prensa que no es tal por cuanto no admite preguntas. Para eso que envíe a los medios su declaración y punto.
Yoopinotuopinaselopina|@Riskas #4 Cerrar Si la PSOE pretende sacudirse el caso Leire con esta infame comparecencia, pactada en Ferraz ayer a saber a cambio de qué, lo lleva claro. Absolutamente vergonzoso. pues habrá gente que se trague el relato sin pensar. No lo dudes. La tía es buena hablando, hay que reconocerselo. El tema mártir lo borda. El relato no resiste una segunda pensada, pero muchas gente no se molesta
mercurio1|Es normal,la política es así en todos los partidos.Digo yo que cuando hay una rotura de tuberías en una casa se llama al fontanero,o acaso los del PP no tienen fontaneros?
Luis11MA|O a la calle o nos jodemos todos... esto va al mismo ritmo que ya he vivido antes no muy lejos de aquí.
AdPS|Ah si, se me olvidadaba. Dado que parece tan tan tan interesante el tema del libro, estaré expectante a la publicación del mismo para su lectura. ¿Ya se lo habrán escrito en tiempo record, verdad?
Truth_defender|Esa reunión de Ferraz... navajas debieron volar. No me toquen a Santos! diría Sánchez. Haced que se calle o se va a enterar de lo que es una bomba lapa!!!
Mary_Laskas|@ADELE_ #25 Cerrar De fondo sonaba el nuevo himno del PP: "Mazoni alegre ahogadooor, laaa bellezaaa de la mueeeerte". Lágrimas de emoción, aplausos. Adele, prepucio de Menguele... ¿dónde has dejado a tu amo-castigador Falconetti, el llorica enamorado? ¿Está escribiendo cartas de amor sociatas? ¿Está preparándose para la maratón de Moncloa-Ferraz? ¿Ha quedado con Ábalos y sus sobrinas las ingenieras para que le hagan un escondite secreto?
MarcSym|Hasta el corvejón, espero que la UCO y la GC, encuentren pruebas contra el partido mafioso y corrupto el PSOE
40554|Leire. No te creemos ni una palabra. Vienes de un PSOE mentiroso, chulesco e impresentable .Ya que estas de fontanera (no como los profesionales que me merecen todoe el respeto ) para limpiar los bajos fondos quita todas las ratas de cloaca que hay en Ferraz
Yoopinotuopinaselopina|Una mártir, sin duda. Una pobre periodista de investigación buscando desentrañar temas que dañan al estado de derecho. Reconozcamos que son buenos buscando explicaciones para convencer al crédulo medio. Señora, cualquiera que sepa un poco de periodismo de investigación sabe que nunca se inmiscuyen en los temas que tratan. Solo informan. Desde luego no se ponen a maquinar con abogados y con el fiscal de un caso que afecta a su partido. Para empezar, ningún periodista medio novata tendría acceso a esa reunión si no hubiera ido "apadrinado" por alguien con poder.
toni22|@jrafael #9 Cerrar No se lo cree nadie. La pregunta que me hago es , de donde saca el PSOE a tanto personajillo siniestro. Es increíble. Bueno, el PSOE tiene como 600 o 700 asesores, no? De ahí habrá todos los que están de cara al público, supuestamente neutrales, y luego habrá todos los fontaneros que son los que hacen las ilegalidades.
Leviatan1|Y, ¿alguien tenia dudas sobre lo que iba a decir?
Otro_gran_dia|¿ escribir un libro ? para el nº1? el dia que cuenten algo cierto (poco probable) no se lo creeran ni ellos
Yonoencajo|¿Una hora para abordar todos los temas? O lo entiendo mal o esto es una tomadura de pelo. ¿Qué van consensuar en una hora? Lo único que podría resultar fructífero sería encerrarlos sin comida ni agua hasta que llegaran a un acuerdo sobre todos los temas. Pero no: hacemos el viajecito al país catalán; saludamos a sus autoridades; permitimos que silben al rey; nos reunimos una hora, y salimos diciendo que no ha habido acuerdo porque los otros son unos intolerantes. Así está el patio.
Masolta|Sin ánimo de minusvalorarse la entusiástica colaboración de la Sra. Armengol (quien accedió al cargo mostrando entre los dientes el carnet del partido) creo que no hay que complicarse tanto la vida.Quien salva a Sánchez no es la dilación hasta después del verano.Es el transcurso del tiempo porque entre hoy y su comparecencia (si es que comparece) habrán aflorado otros muchos pestilentes asuntos que harán que este se olvide.Táctica que le ha dado excelentes resultados.
jaumequalsevol|Esto es periodismo objetivo, la conferencia es un fracaso... antes de llevarse a cabo.
Silver|@arevacos #47 Cerrar Quien habla de mafia quienes es desde hace años la mafia mas productiva de España desde hace décadas. En el partido socialista claro que hay mafiosos ,como todos aquellos estamentos ,tanto estatales como privados que pululan por nuestro país. Prueba de ello es que hasta la Reina María Cristina era la mayor mafiosa de España en el siglo diecinueve, pues cobraba mordidas de todo lo que se movía en nuestro país. Que yo sepa actualmente el PSOE no tiene encarcelados dirigentes como el PP ,Así dejar de escupir al cielo por que de seguro os cae en la jeta, de todas todas.Feijoo ya no sabe que inventarse junto con sus secuaces para desbancar a Sánchez y alzarse con el santo y la limosna, sabedor que su tiempo se ha acabado y Sánchez es un muerto muy vivo. Porque cada vez que encarcelan a un socialista corrupto...viene el del "polvo (en la toga...no el blanco)" y lo indulta
XXXALMXXX|@arevacos #47 Cerrar Quien habla de mafia quienes es desde hace años la mafia mas productiva de España desde hace décadas. En el partido socialista claro que hay mafiosos ,como todos aquellos estamentos ,tanto estatales como privados que pululan por nuestro país. Prueba de ello es que hasta la Reina María Cristina era la mayor mafiosa de España en el siglo diecinueve, pues cobraba mordidas de todo lo que se movía en nuestro país. Que yo sepa actualmente el PSOE no tiene encarcelados dirigentes como el PP ,Así dejar de escupir al cielo por que de seguro os cae en la jeta, de todas todas.Feijoo ya no sabe que inventarse junto con sus secuaces para desbancar a Sánchez y alzarse con el santo y la limosna, sabedor que su tiempo se ha acabado y Sánchez es un muerto muy vivo. , ahora no toca hablar del pasado, porque el PP ya ha pagado y está en la oposición. Ahora toca hablar de los tuyos, de los que estan ahora. Que pasan los años y siguen robando. Empezó con Felipe González, siguió con ZP, que también tuvo sus casos y ahora anda Pedro Sánchez, batiendo todos los registros. Eso sin entrar en CCAA. Déjese de milongas, que con tantas leyes que aprueban, deberían aprobar una, que estipulara que partido corrupto, a la calle y que pase el siguiente, si éste vuelve a robar, enchufar, aforar a políticos para evitar penas, hacer trabajos de fontanería, etc, a la calle también, y que pase otra vez el siguiente. No intentar tapar las miserias y podredumbres, con paguicas, ayudas o subiditas de SMI. Porque el que se vende por un plato de lentejas, estaría normalizando la corrupción y la daría hasta por buena, con tal de que no le toquen el bolsillos y si encima le meten 30 euros mas al mes, hasta gritan VIVA LA CORRUPCIÓN.
55manu|PUNTO 1º Y MAS IMPORTANTE, SI NO ESTAN TODOS LOS PRESIDENTES, SIN DISTINCION ALGUNA, NO HAY CONFERENCIA.
malosera|Y porqué no amplian los días de reunión? Este País parece una broma de mal gusto!!!
arevacos|Quien habla de mafia quienes es desde hace años la mafia mas productiva de España desde hace décadas. En el partido socialista claro que hay mafiosos ,como todos aquellos estamentos ,tanto estatales como privados que pululan por nuestro país. Prueba de ello es que hasta la Reina María Cristina era la mayor mafiosa de España en el siglo diecinueve, pues cobraba mordidas de todo lo que se movía en nuestro país. Que yo sepa actualmente el PSOE no tiene encarcelados dirigentes como el PP ,Así dejar de escupir al cielo por que de seguro os cae en la jeta, de todas todas.Feijoo ya no sabe que inventarse junto con sus secuaces para desbancar a Sánchez y alzarse con el santo y la limosna, sabedor que su tiempo se ha acabado y Sánchez es un muerto muy vivo.
Doblon|@Demogracias #17 Cerrar @ Yonoencajo # 1 el pedir meter todo eso en una hora es una estrategia del PP para que no se hable de nada, solo hacer ruido, cobrar los 6000 euros cada uno de sus presidentes autonómicos, comer a costa del contribuyente y para casa sin haber hecho nada de nada por mejorar España, sólo busca mejorar su posición de cara a las elecciones porque de una reunión que podían salir acuerdos muy necesarios para España sólo va a salir barro y bien caro que nos va a costar. A mi me parece una irresponsabilidad de Feijo jugar a esto, haga política en otros sitios no en una reunión muy necesaria. Los zurdos,especialmente los que entráis en debate contra cualquier opinión que no sea la vuestra sois los que defendéis las continúas manipulaciones de este desgobierno. Patética tu opinión sobre las dietas y el almuerzo de los asistentes. Ya has intervenido bastante, descansa....tómate el bocadillo de mortadela , la botella de agua y mañana continúas.
Pan_Solo|@Demogracias #23 Cerrar @ jumielrodca # 15 los únicos desolados y desconcertados son los pobrecitos de PP y VOX que como esperaban gobernar hacieron una campaña electoral contra todos los partidos, se presentaron como los españoles de bien que van a volver a hacer una cruzada y claro cuándo los votos no salieron se tuvieron que arrastrar delante de JUNTS dándole el gustazo a Puch a mearles en la cara, desde entonces siguen arrastrándose hasta waterloo de vez en cuando prometiendo que ellos pueden hacer que los españoles de bien se traguen su vuelta a Cataluña porque se tragan lo que sea. qué película se ha visto usted?
barcetabis|@Rosbrut #21 Cerrar @ Demogracias # 17 no digas tntrias. Lo que es una estrategia es dedicar solo una hora para hablar de temas tan importantes. Sea de quien sea la culpa. Los justificadores del PSOE sois expertos en dar la vuelta a las cosas como un calcetín. Estos tíos (todos) cobran una barbaridad como para tener que quedarse una noche en un hotel y continuar al día siguiente una reunión tan importante. El PP sabe que metiendo todo que ha metido en el Orden del Dia, y con diecisiete Presidentes para tomar la palabra. No hay tiempo. Y la Conferencia sería un fiasco. Esa era su única intención. Ahora bien,tienes razón , que la alarguen al día siguiente . Pero tampoco lo harán. Aunque los del PSOE lo plantearan , el PP no lo aceptaría. Necesita vivir con la política barrio bajera en la que se ha instalado.
